DateKey,Date,Day,WeekNr,Month,MonthShort,MonthNr,Quarter,Year
20070625,2007-06-25,Monday,26,June,Jun,6,2,2007
20070626,2007-06-26,Tuesday,26,June,Jun,6,2,2007
20070627,2007-06-27,Wednesday,26,June,Jun,6,2,2007
20070628,2007-06-28,Thursday,26,June,Jun,6,2,2007
20070629,2007-06-29,Friday,26,June,Jun,6,2,2007
20070630,2007-06-30,Saturday,26,June,Jun,6,2,2007
20070701,2007-07-01,Sunday,27,July,Jul,7,3,2007
20070702,2007-07-02,Monday,27,July,Jul,7,3,2007
20070703,2007-07-03,Tuesday,27,July,Jul,7,3,2007
20070704,2007-07-04,Wednesday,27,July,Jul,7,3,2007
20070705,2007-07-05,Thursday,27,July,Jul,7,3,2007
20070706,2007-07-06,Friday,27,July,Jul,7,3,2007
20070707,2007-07-07,Saturday,27,July,Jul,7,3,2007
20070708,2007-07-08,Sunday,28,July,Jul,7,3,2007
20070709,2007-07-09,Monday,28,July,Jul,7,3,2007
20070710,2007-07-10,Tuesday,28,July,Jul,7,3,2007
20070711,2007-07-11,Wednesday,28,July,Jul,7,3,2007
20070712,2007-07-12,Thursday,28,July,Jul,7,3,2007
20070713,2007-07-13,Friday,28,July,Jul,7,3,2007
20070714,2007-07-14,Saturday,28,July,Jul,7,3,2007
20070715,2007-07-15,Sunday,29,July,Jul,7,3,2007
20070716,2007-07-16,Monday,29,July,Jul,7,3,2007
20070717,2007-07-17,Tuesday,29,July,Jul,7,3,2007
20070718,2007-07-18,Wednesday,29,July,Jul,7,3,2007
20070719,2007-07-19,Thursday,29,July,Jul,7,3,2007
20070720,2007-07-20,Friday,29,July,Jul,7,3,2007
20070721,2007-07-21,Saturday,29,July,Jul,7,3,2007
20070722,2007-07-22,Sunday,30,July,Jul,7,3,2007
20070723,2007-07-23,Monday,30,July,Jul,7,3,2007
20070724,2007-07-24,Tuesday,30,July,Jul,7,3,2007
20070725,2007-07-25,Wednesday,30,July,Jul,7,3,2007
20070726,2007-07-26,Thursday,30,July,Jul,7,3,2007
20070727,2007-07-27,Friday,30,July,Jul,7,3,2007
20070728,2007-07-28,Saturday,30,July,Jul,7,3,2007
20070729,2007-07-29,Sunday,31,July,Jul,7,3,2007
20070730,2007-07-30,Monday,31,July,Jul,7,3,2007
20070731,2007-07-31,Tuesday,31,July,Jul,7,3,2007
20070801,2007-08-01,Wednesday,31,August,Aug,8,3,2007
20070802,2007-08-02,Thursday,31,August,Aug,8,3,2007
20070803,2007-08-03,Friday,31,August,Aug,8,3,2007
20070804,2007-08-04,Saturday,31,August,Aug,8,3,2007
20070805,2007-08-05,Sunday,32,August,Aug,8,3,2007
20070806,2007-08-06,Monday,32,August,Aug,8,3,2007
20070807,2007-08-07,Tuesday,32,August,Aug,8,3,2007
20070808,2007-08-08,Wednesday,32,August,Aug,8,3,2007
20070809,2007-08-09,Thursday,32,August,Aug,8,3,2007
20070810,2007-08-10,Friday,32,August,Aug,8,3,2007
20070811,2007-08-11,Saturday,32,August,Aug,8,3,2007
20070812,2007-08-12,Sunday,33,August,Aug,8,3,2007
20070813,2007-08-13,Monday,33,August,Aug,8,3,2007
20070814,2007-08-14,Tuesday,33,August,Aug,8,3,2007
20070815,2007-08-15,Wednesday,33,August,Aug,8,3,2007
20070816,2007-08-16,Thursday,33,August,Aug,8,3,2007
20070817,2007-08-17,Friday,33,August,Aug,8,3,2007
20070818,2007-08-18,Saturday,33,August,Aug,8,3,2007
20070819,2007-08-19,Sunday,34,August,Aug,8,3,2007
20070820,2007-08-20,Monday,34,August,Aug,8,3,2007
20070821,2007-08-21,Tuesday,34,August,Aug,8,3,2007
20070822,2007-08-22,Wednesday,34,August,Aug,8,3,2007
20070823,2007-08-23,Thursday,34,August,Aug,8,3,2007
20070824,2007-08-24,Friday,34,August,Aug,8,3,2007
20070825,2007-08-25,Saturday,34,August,Aug,8,3,2007
20070826,2007-08-26,Sunday,35,August,Aug,8,3,2007
20070827,2007-08-27,Monday,35,August,Aug,8,3,2007
20070828,2007-08-28,Tuesday,35,August,Aug,8,3,2007
20070829,2007-08-29,Wednesday,35,August,Aug,8,3,2007
20070830,2007-08-30,Thursday,35,August,Aug,8,3,2007
20070831,2007-08-31,Friday,35,August,Aug,8,3,2007
20070901,2007-09-01,Saturday,35,September,Sep,9,3,2007
20070902,2007-09-02,Sunday,36,September,Sep,9,3,2007
20070903,2007-09-03,Monday,36,September,Sep,9,3,2007
20070904,2007-09-04,Tuesday,36,September,Sep,9,3,2007
20070905,2007-09-05,Wednesday,36,September,Sep,9,3,2007
20070906,2007-09-06,Thursday,36,September,Sep,9,3,2007
20070907,2007-09-07,Friday,36,September,Sep,9,3,2007
20070908,2007-09-08,Saturday,36,September,Sep,9,3,2007
20070909,2007-09-09,Sunday,37,September,Sep,9,3,2007
20070910,2007-09-10,Monday,37,September,Sep,9,3,2007
20070911,2007-09-11,Tuesday,37,September,Sep,9,3,2007
20070912,2007-09-12,Wednesday,37,September,Sep,9,3,2007
20070913,2007-09-13,Thursday,37,September,Sep,9,3,2007
20070914,2007-09-14,Friday,37,September,Sep,9,3,2007
20070915,2007-09-15,Saturday,37,September,Sep,9,3,2007
20070916,2007-09-16,Sunday,38,September,Sep,9,3,2007
20070917,2007-09-17,Monday,38,September,Sep,9,3,2007
20070918,2007-09-18,Tuesday,38,September,Sep,9,3,2007
20070919,2007-09-19,Wednesday,38,September,Sep,9,3,2007
20070920,2007-09-20,Thursday,38,September,Sep,9,3,2007
20070921,2007-09-21,Friday,38,September,Sep,9,3,2007
20070922,2007-09-22,Saturday,38,September,Sep,9,3,2007
20070923,2007-09-23,Sunday,39,September,Sep,9,3,2007
20070924,2007-09-24,Monday,39,September,Sep,9,3,2007
20070925,2007-09-25,Tuesday,39,September,Sep,9,3,2007
20070926,2007-09-26,Wednesday,39,September,Sep,9,3,2007
20070927,2007-09-27,Thursday,39,September,Sep,9,3,2007
